Store#,Name,Address,City,State/Province,Country,Zip,Interstate,Latitude,Longitude,Phone,Fax,Parking Spaces,Diesel Lanes,Bulk DEF Lanes,Showers,CAT Scale,Facilities/Restaurants,WiFi
716,"Flying J","5201 Granite Lane","Sioux Falls","SD","US","57107","I-29 Exit 83","43.60362100","-96.76730500","(605) 977-1438","(605) 977-1538","164","8","8","9","Yes","Roadside Assistance, Denny's, Breakfast/Soup Bar, Cinnabon, Hot Food and Pizza","No",
717,"Mr. Fuel","3324 Highway 100","Villa Ridge","MO","US","63089","I-44  Exit 251","38.47551700","-90.85100700","(636) 451-5569","(636) 742-5428","","7","7","4","Yes","","No",
718,"Mr. Fuel","8915 Weier Road","Pevely","MO","US","63070","I-55  Exit 180","38.28598100","-90.40508700","(636) 475-7403","(636) 479-4734","","5","2","2","No","","No",
719,"Mr. Fuel","2945 Burr Street","Gary","IN","US","46406","I-94  Exit 6","41.56480600","-87.40324700","(219) 844-0502","(219) 844-0635","17","8","8","7","Yes","Deli","No",
720,"Flying J","1420 Hwy 96 North","Fairview","TN","US","37062","I-40 & Hwy 96  Exit 182","36.02639500","-87.17167000","(615) 799-4116","(615) 799-4120","158","8","8","9","Yes","Denny's, Hot Food and Pizza","Yes",
721,"Mr. Fuel","4610 South Harding Street","Indianapolis","IN","US","46217","I-465/Hwy 40  Exit 4","39.69724100","-86.18850100","(317) 780-6631","(317) 780-6651","45","14","14","10","Yes","","No",
722,"Flying J","800 Watt Road","Knoxville","TN","US","37932","I-40 & I-75 Exit 369","35.88177000","-84.23604500","(865) 531-7400","(865) 531-7982","187","12","12","13","Yes","Denny's, Breakfast/Soup Bar, Cinnabon, Roadside Assistance","No",
723,"Flying J","9601 I-40 E Exit 76","Amarillo","TX","US","79118","I-40 Exit 76","35.19424600","-101.72382300","(806) 335-1475","(806) 335-1058","200","12","10","13","Yes","Roadside Assistance, Denny's, Breakfast/Soup Bar","No",
724,"Flying J","3001 Mountain Pass Blvd","Anthony","TX","US","79821","I-10 Exit 0","31.99687600","-106.57898100","(915) 886-2737","(915) 886-3522","181","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Roadside Assistance","No",
725,"Flying J","1876 East Freeway","Baytown","TX","US","77521","I-10 & Exit 789 Thompson Road","29.79493100","-95.03292600","(281) 424-7706","(281) 424-7730","210","12","12","15","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza","No",
726,"Flying J","7425 Bonnie View Road","Dallas","TX","US","75241","I-20 Exit 472","32.65708200","-96.75145300","(972) 225-3566","(972) 225-6941","156","12","12","12","Yes","Breakfast/Soup Bar, Denny's, Urgent Care Travel","No",
727,"Flying J","1305 East Monte Cristo Road","Edinburg","TX","US","78539","Hwy 281 & FM 1925","26.33607600","-98.14299100","(956) 316-0149","(956) 316-4732","200","8","8","9","Yes","Denny's, Roadside Assistance, Breakfast/Soup Bar","No",
728,"Flying J","1301 Horizon Blvd","El Paso","TX","US","79928","I-10 and Exit 37","31.66183800","-106.23907500","(915) 852-4141","(915) 852-4101","120","12","12","11","Yes","Pilot Truck Care Center, Hot Food and Pizza, Denny's, Breakfast/Soup Bar","No",
729,"Flying J","15919 North Freeway","Houston","TX","US","77090","I-45 Exit 64 & Richey Rd","29.99886500","-95.42779900","(281) 893-0423","(281) 893-9368","259","10","10","15","Yes","Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
730,"Flying J","1011 Beltway Parkway","Laredo","TX","US","78045","I-35 & Exit 13","27.68589400","-99.46560100","(956) 712-3265","(956) 791-3057","191","12","12","15","Yes","Denny's, Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
731,"Mr. Fuel","140 Holwager Road","Spiceland","IN","US","47385","I- 70  Exit 123","39.85088400","-85.41727700","(765) 987-8742","(765) 987-8750","50","10","10","7","Yes","","Yes",
732,"Mr. Fuel","2840 Salt Spring Road","Girard","OH","US","44420","I-80  Exit 226","41.13875000","-80.71846000","(330) 530-4024","(330) 530-4032","60","14","14","10","Yes","","No",
733,"Flying J","602 4th Street","Lubbock","TX","US","79401","I-27 & 4th Street Exit","33.59308700","-101.84162300","(806) 744-0539","(806) 744-7423","73","5","5","4","Yes","Subway","No",
734,"Flying J","23412 Hwy 242","New Caney","TX","US","77357","I-69/US 59 & Exit 242","30.19303800","-95.19311600","(281) 689-8065","(281) 689-8271","160","8","8","9","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza","No",
735,"Flying J","7112 I-10 West","Orange","TX","US","77630","I-10 Exit 873","30.11701100","-93.81999100","(409) 883-9465","(409) 886-8224","160","12","12","","Yes","Breakfast/Soup Bar, Denny's, Roadside Assistance","No",
736,"Flying J","100 E Pinehurst","Pecos","TX","US","79772","I-20 Exit 42","31.40115300","-103.48587900","(432) 445-9436","(432) 445-7171","200","12","10","9","Yes","Breakfast/Soup Bar","No",
737,"Flying J","1815 N Foster Road","San Antonio","TX","US","78244","I-10 Exit 583","29.44678700","-98.36155600","(210) 666-2266","(210) 666-2280","200","12","12","13","Yes","Pilot Truck Care Center, Breakfast/Soup Bar, Service Center, Denny's","No",
738,"Flying J","I-20 Exit 277 101 N FM 707","Tye","TX","US","79563","I-20 & FM 707 Exit 277","32.46169700","-99.87252500","(325) 691-9974","(325) 691-5365","200","12","12","15","Yes","Denny's, Hot Food and Pizza, Pilot Truck Care Center, Roadside Assistance, Breakfast/Soup Bar","No",
739,"Flying J","2409 So New Road","Waco","TX","US","76711","I-35 & New Road","31.50800600","-97.14568800","(254) 714-0313","(254) 714-1798","206","9","8","9","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza, Roadside Assistance","No",
740,"Flying J","204 South Waller Ave","Brookshire","TX","US","77423","I-10 Exit 732","29.78060000","-95.95204400","(281) 934-4133","(281) 934-4153","132","10","8","9","Yes","Breakfast/Soup Bar, Denny's, Hot Food and Pizza","No",
741,"Flying J","2311 Jacksboro Highway","Wichita Falls","TX","US","76301","US 287 & Jacksboro Highway","33.89092400","-98.48300100","(940) 720-0598","(940) 720-0725","50","8","5","5","Yes","Wendy's","No",
742,"Flying J","1605 East Saddleback Blvd.","Lake Point","UT","US","84074","I-80 Exit 99","40.68576400","-112.26611100","(801) 508-7400","(801) 508-7404","136","8","8","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza, Roadside Assistance","Yes",
743,"Flying J","1597 South Main Street","Nephi","UT","US","84648","I-15 Exit 222","39.68570300","-111.83669000","(435) 623-2400","(435) 623-2421","110","9","8","9","Yes","Denny's, Hot Food and Pizza, Breakfast/Soup Bar","No",
744,"Flying J","1172 West 21St Street","Ogden","UT","US","84401","I-15 Exit 343","41.23103100","-112.00841480","(801) 399-5577","(801) 399-9353","100","8","8","9","Yes","Denny's, Breakfast/Soup Bar, Hot Food and Pizza","No",
746,"Flying J","2025 S 900 W","Salt Lake City","UT","US","84119","I-15 & I-80 SR201  Exit 17","40.72670000","-111.91550000","(801) 972-3711","(801) 972-6174","118","8","8","9","Yes","Breakfast/Soup Bar, Cinnabon, Denny's, Hot Food and Pizza, Roadside Assistance","No",
747,"Flying J","1460 N 1750 W","Springville","UT","US","84663","I-15  Exit 261","40.18749310","-111.64095110","(801) 489-3622","(801) 489-3059","80","8","8","8","Yes","Denny's, Breakfast/Soup Bar","No",
748,"Flying J","600 West 750 North","Willard","UT","US","84340","I-15 Exit 357","41.42398500","-112.05163700","(435) 723-1010","(435) 723-1044","58","5","5","4","No","Subway, Breakfast/Soup Bar, Hot Food and Pizza","No",
749,"Flying J","24279 Rogers Clark Blvd.","Carmel Church","VA","US","22546","I-95 Exit 104","37.93293500","-77.47300600","(804) 448-9047","(804) 448-9805","264","12","12","15","Yes","Denny's, Breakfast/Soup Bar, Cinnabon, Hot Food and Pizza","No",
750,"Flying J","139 Factory Outlet Drive","Fort Chiswell","VA","US","24360","I-81 & I-77 Exit 80","36.94455000","-80.94570500","(276) 637-4115","(276) 637-6968","265","12","10","14","Yes","Wendy's, Denny's, Breakfast/Soup Bar","No",
752,"Flying J","1530 Rest Church Rd","Winchester","VA","US","22624","I-81 Exit 323","39.29052700","-78.08761200","(540) 678-3641","(540) 678-3651","147","12","12","15","Yes","Subway, Cinnabon, Hot Food and Pizza, Breakfast/Soup Bar, Denny's, Roadside Assistance","No",
753,"Mr. Fuel","23818 Rogers Clark Blvd.","Ruther Glen","VA","US","22546","I-95  Exit 104","37.93987400","-77.46610400","(804) 448-0410","(804) 448-0720","35","10","10","4","Yes","","No",
754,"Flying J","3249 Chapman Road","Wytheville","VA","US","24382","I-77 & I-81 Exit 77","36.93591500","-80.99211800","(276) 228-7110","(276) 228-9010","183","12","12","15","Yes","Denny's, Roadside Assistance, Cinnabon, Breakfast/Soup Bar","No",
756,"Flying J","780 State Hwy 54","Black River Falls","WI","US","54615","I-94 & Exit 116","44.29548100","-90.82941400","(715) 284-4341","(715) 284-1551","150","10","10","12","Yes","Denny's, Breakfast/Soup Bar","No",
758,"Flying J","41 SE Wyoming Blvd.","Casper","WY","US","82609","I-25 Exit 185","42.85213700","-106.26985300","(307) 473-1750","(307) 473-1759","48","5","5","4","Yes","Subway, Breakfast/Soup Bar","No",
759,"Flying J","2250 Etchepare Drive","Cheyenne","WY","US","82007","I-25 Exit 7","41.09816500","-104.85367700","(307) 635-2918","(307) 634-2794","180","10","8","12","Yes","Pilot Truck Care Center, Cinnabon, Denny's","No",
760,"Flying J","10501 US Hwy 30","Cokeville","WY","US","83114","US HWY 30/SR 232","42.08732700","-110.94792400","(307) 279-3050","(307) 279-3041","100","11","5","4","No","Hot Food and Pizza","No",
761,"Flying J","1920 Harrison Drive","Evanston","WY","US","82930","I-80 Exit 3","41.26467100","-110.97832900","(307) 789-9129","(307) 789-5461","80","7","7","9","Yes","Subway","No",
762,"Flying J","1810 South Douglas Hwy.","Gillette","WY","US","82718","I-90 & Hwy 59","44.27710900","-105.49526100","(307) 682-3562","(307) 682-5038","50","5","5","4","No","Hot Food and Pizza, Breakfast/Soup Bar","No",
763,"Flying J","I-80 Johnson Road","Rawlins","WY","US","82301","I-80 Exit 209","41.77768600","-107.31116900","(307) 328-0158","(307) 328-1668","206","10","10","11","Yes","Denny's, Breakfast/Soup Bar","No",
764,"Flying J","650 Stage Coach Dr.","Rock Springs","WY","US","82901","I-80 Exit 104","41.60953900","-109.23124700","(307) 362-4231","(307) 362-9710","84","7","7","6","Yes","Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar, Denny's","No",
765,"Flying J","72235 Varner Rd","Thousand Palms","CA","US","92276","I-10  Exit 130  Bob Hope Dr","33.81822000","-116.40360600","(760) 343-1500","(760) 343-1330","44","10","10","8","Yes","Deli","No",
768,"Flying J","1300 N. Corrington Avenue","Kansas City","MO","US","64120","I-435 Front Street","39.13065100","-94.49732400","(816) 483-7600","(816) 483-1492","121","7","7","8","Yes","Hot Food and Pizza, Roadside Assistance, Breakfast/Soup Bar","No",
770,"Flying J","1880 W.  Winnemucca Blvd","Winnemucca","NV","US","89445","I-80 Exit 176","40.96061100","-117.74770200","(775) 623-0111","(775) 623-0120","105","10","10","10","Yes","Breakfast/Soup Bar, Cinnabon, Hot Food and Pizza","No",
772,"Flying J","885 North Point Circle","North Salt Lake","UT","US","84054","I-215 & Redwood Rd  Exit 27","40.83648700","-111.93409400","(801) 936-1408","(801) 936-1457","42","4","5","4","No","Hot Food and Pizza","No",
773,"Flying J","35 East Flying J Drive","Richfield","UT","US","84701","I-70 Exit 40","38.78876600","-112.08176600","(435) 896-5050","(435) 896-4044","50","5","5","3","No","Hot Food and Pizza","No",
774,"Flying J","90 South Stone Road","Snowville","UT","US","84336","I-84 Exit 7","41.96385400","-112.70959900","(435) 872-8181","(435) 872-8171","50","3","3","3","No","Hot Food and Pizza","No",
775,"Pilot Travel Center","2841 South 60 East","St. George","UT","US","84790","I-15 Exit 4","37.06066900","-113.58215900","(435) 674-7104","(435) 652-3627","60","7","7","4","Yes","Hot Food and Pizza","No",
777,"Flying J","3353 Federal Way","East Boise","ID","US","83705","I-84 Exit 54 (Federal Way)","43.57164600","-116.18947600","(208) 385-9745","(208) 344-3624","60","4","3","6","No","Hot Food and Pizza","No",
781,"Pilot Thomas Cardlock","1694 13Th Street","Steamboat Springs","CO","US","80487","1694 13 St. County Rd 33","40.49218300","-106.85178300","","","","5","","","No","","No",
784,"Flying J","1 Center Drive","Northeast","MD","US","21901","I-95  Exit 100","39.62539300","-75.94918900","(410) 287-7110","(410) 287-7116","185","12","12","15","Yes","Denny's, Breakfast/Soup Bar","No",
785,"Flying J","11511 - 40 St. S.E","Calgary","AB","CA","T2Z 4M8","11511 40th Street SE","50.94879500","-113.97940700","(403) 720-0904","(403) 720-4937","128","8","8","9","Yes","Hot Food and Pizza","No",
786,"Flying J","50 Pembina Rd.","Sherwood Park","AB","CA","T8H 2G9","Yellowhead Hwy 16/ Broadmoor Blvd.","53.56694000","-113.31692800","(780) 416-2035","(780) 416-2084","152","8","8","9","Yes","Denny's, Hot Food and Pizza","No",
788,"Flying J","4100  Portage  Ave","Headingley","MB","CA","R4H 1C5","Hwy #1 & Camp Manitou Rd.","49.87706100","-97.33937100","(204) 832-8952","(204) 832-9104","166","8","7","14","Yes","Hot Food and Pizza, Denny's","Yes",
789,"Flying J","3700  Highbury Ave. South","London","ON","CA","N6N 1P3","HWY 401 & Highbury Ave. Exit 189","42.93373000","-81.17400300","(519) 686-9154","(519) 686-8629","222","12","12","15","Yes","Cinnabon, Hot Food and Pizza, Denny's","No",
790,"Flying J","628 County Road 41 Rr6","Napanee","ON","CA","K7R 3L2","401 & Cnty Rd 41 Exit 579","44.26678600","-76.96875600","(613) 354-7044","(613) 354-3796","186","12","12","15","Yes","Denny's, Cinnabon, Hot Food and Pizza","Yes",
791,"Flying J","3850 Idylwyld Dr. N.","Saskatoon","SK","CA","S7P 0A1","Hwy 11 & Marquis Dr.","52.19637900","-106.66814900","(306) 955-6840","(306) 955-6846","85","6","5","4","Yes","Denny's","No",
792,"Flying J Fuel Stop","1260 Cassils Road East","Brooks","AB","CA","T1R 1B7","1260 Cassils Road East","50.57196089","-111.86796415","(403) 362-5594","(403) 362-5747","20","3","","2","Yes","","No",
793,"Flying J Fuel Stop","4216 72 AVENUE SE","Calgary","AB","CA","T2C 2C1","4216 72 Ave SE","50.99004100","-113.97494900","(403) 236-2404","(403) 236-1243","15","3","4","2","No","","No",
795,"Flying J Fuel Stop","302 20 AVENUE","Nisku","AB","CA","T9E 7Z9","302 20th Avenue","53.33946100","-113.54263100","(780) 955-3535","(780) 955-7756","8","7","7","2","No","","Yes",
796,"Flying J Fuel Stop","6607 67th Street","Red Deer","AB","CA","T4P 1A4","67th Ave. & 67 Street","52.28748100","-113.84870300","(403) 346-2785","(403) 346-2852","26","5","5","4","No","","No",
798,"Flying J Fuel Stop","1291 Cliveden Ave","Annacis Island Delta","BC","CA","V5M 6G4","1291 Cliveden Ave","49.17002200","-122.95576800","(604) 521-4445","(604) 521-4051","4","4","","2","No","","No",
799,"Flying J CAN Dealer","7970 Lickman RD.","Chilliwack","BC","CA","V2R 1A9","7970 Lickman Road","49.14687700","-122.00641700","","","21","7","1","2","No","","No",
801,"Flying J Cardlock","4869 Continental Way","Prince George","BC","CA","V2N 5S5","4869 Continental Way","53.87666100","-122.73472000","","","5","6","","3","No","","No",
803,"Flying J Fuel Stop","Highway 1 East","Portage La Prairie","MB","CA","R1N 3B2","Hwy #1 East","49.97349200","-98.21192100","(204) 857-9997","(204) 857-3195","40","4","","","No","","No",
804,"Flying J Fuel Stop","1747 Brookside Blvd.","Winnipeg","MB","CA","R3C 2E6","1747 Brookside Blvd.","49.94217800","-97.22930800","(204) 633-0663","(204) 633-0663","20","7","7","9","No","","No",
805,"Flying J Fuel Stop","1765 Albion Rd","Etobicoke","ON","CA","M9W 5S7","Hwy 27","43.74438000","-79.60880000","(416) 674-8665","(416) 798-1248","10","2","","","No","","No",
806,"Flying J Fuel Stop","410 Government Road East","Kapuskasing","ON","CA","P5N 2X7","410 Government Road E","49.39693600","-82.36944200","(705) 337-1333","(705) 337-1208","40","5","5","4","No","","No",
807,"Flying J Fuel Stop","1400 Britannia Road E","Mississauga","ON","CA","L4W 1C8","","43.65334700","-79.64954400","(905) 564-6216","(905) 564-0438","65","10","10","5","Yes","","No",
808,"Flying J CAN Dealer","1181 Ave Gilles Villeneuve","Berthierville","QC","CA","J0K 1A0","1181 Ave. Gilles Villeneuve","46.08970600","-73.19873100","(450) 836-6581","(450) 836-7669","10","2","","","No","","No",
809,"Flying J CAN Dealer","1 RANG ST-ANDRE","Napierville","QC","CA","J0J 1L0","Hwy 15 Exit 21","45.19484800","-73.44862800","(450) 245-3539","(450) 245-9642","10","5","","1","No","","No",
810,"Flying J CAN Dealer","569 Rue Principale","Sainte Helene de Bagot","QC","CA","J0H 1M0","152 Highway 20","45.73305400","-72.73816200","(450) 791-2232","(450) 791-2495","10","6","","2","No","","No",
811,"Flying J Fuel Stop","370 North Service Rd.","Moose Jaw","SK","CA","S6H 4N9","370 North Service RD. HWY #1","50.42652500","-105.54485800","(306) 693-5858","(306) 691-0067","20","5","5","4","No","","No",
813,"Flying J Cardlock","85 East Lake Crescent NE","Airdrie","AB","CA","T4B 2B5","69-73 East Lake Crescent NE","51.29284000","-113.99839000","","","10","5","","","No","","No",
814,"Flying J Cardlock","2525 23 ST N. E.","Calgary","AB","CA","T2E 7M1","2525 23 St. NE","51.07500000","-114.00491000","","","","7","","1","No","","No",
818,"Flying J Cardlock","2520-2 AVE.","Edson Motco","AB","CA","T7E 1T9","2520 - 2 Ave.","53.58392000","-116.42203000","","","","7","","","No","","No",
819,"Flying J Cardlock","345 Sakitawaw Trail","Fort McMurray","AB","CA","T9H 4E4","Hwy 63 & Beacon Hill Drive","56.69510000","-111.35880000","","","","6","","","No","","No",
820,"Flying J Cardlock","9212-108 St.","Grande Prairie","AB","CA","T8V 4C9","9212 - 108 St.","55.16286700","-118.82116900","","","","11","","2","No","","No",
821,"Flying J Cardlock","1005 43 Street S.","Lethbridge","AB","CA","T1K 7B8","1005 - 43 St.","49.67553700","-112.77874800","","","","4","","","No","","No",
822,"Flying J Cardlock","5109 63 St Ave","Lloydminster","AB","CA","T9V 2E7","5109 - 63 Ave","53.28600000","-110.03700000","","","","4","","","No","","No",
824,"Flying J Fuel Stop","5329 Mountain Road","Whitecourt","AB","CA","T7S 1K6","Hwy 43 & Governlock Road","54.13692100","-115.69541500","(780) 779-4945","(780) 779-4909","41","5","5","4","No","","No",
825,"Flying J Cardlock","11 Sinclair Blvd.","Brantford","ON","CA","N3S 7X6","Hwy 403  Exit 41","43.16936100","-80.21520400","","","","6","5","","No","","No",
827,"Flying J Cardlock","929 Coutts Way & Sumas Way","Abbotsford","BC","CA","V2S 4N2","929 Coutts Way & Sumas Way","49.02003000","-122.26543000","","","","7","","2","No","","No",
828,"Flying J Cardlock","2209 Theatre Road","Cranbrook","BC","CA","V1C 4H4","2209 Theatre Rd.","49.53604000","-115.75174000","","","","9","","","No","","No",
829,"Flying J Cardlock","1411 Northwest Blvd","Creston","BC","CA","V0B 1G6","1411 Northwest Blvd","49.11252500","-116.52354700","","","","6","","","No","","No",
830,"Flying J Cardlock","1725 Alaska Ave","Dawson Creek","BC","CA","V1G 1P5","1725 Alaska Ave","55.78186900","-120.28011300","","","","7","","2","No","","No",
832,"Flying J Cardlock","24 Braid St","New Westminster","BC","CA","V3L 3P3","24 Braid St.","49.23024400","-122.87901600","","","","7","","1","No","","No",
835,"Flying J Cardlock","131 Warman Road","Winnipeg","MB","CA","R2J 3R3","Hwy 59","49.89120000","-97.07420000","","","","5","","","No","","No",
837,"Flying J Cardlock","17 Duhamel Road","Sudbury","ON","CA","P3E 4N1","17 Duhamel Road","46.43565000","-81.10950000","","","","4","","","No","","No",
839,"Flying J","354 Voyageur Road","Ste Agathe","MB","CA","R0G 1Y0","Hwy 75 & Hwy 305.","49.56948300","-97.19202100","(204) 882-2550","(204) 882-2673","44","5","5","4","Yes","","No",
842,"Flying J Cardlock","1511 Ross Ave. East","Regina","SK","CA","S4R 1J2","1511 Ross Ave. East","50.46536000","-104.56500000","","","12","5","","3","No","","No",
844,"Flying J Cardlock","191 York Road West Box 794","Yorkton","SK","CA","S3N 3N5","Hwy #16A Bypass on York","51.22531700","-102.47557400","","","","5","","2","No","","No",
846,"Flying J CAN Dealer","Jct Hwy 9 & Hwy 36 South","Hanna","AB","CA","T0J 1P0","Hwy 9 & Hwy 36 South","51.61815000","-111.81160300","(403) 854-5000","(403) 854-2500","100","8","","2","No","Full Service","No",
848,"Flying J CAN Dealer","4949 Barlow Trail Se","Calgary","AB","CA","T2B 3B5","4949 Barlow Trail SE","51.00958100","-114.00407200","(403) 273-4949","(403) 273-0628","85","7","7","9","No","J's Wok and Grill","No",
850,"Flying J CAN Dealer","16806 118 Ave","Edmonton","AB","CA","T5V 1M8","16806 118 Ave","53.57087000","-113.61202000","(780) 455-1111","(780) 482-4448","100","6","6","8","No","","No",
852,"Flying J","20382 Old Highway 2","Lancaster","ON","CA","K0C 1N0","Hwy 401  Exit 814","45.13594900","-74.49842000","(613) 347-2221","(613) 347-1970","71","10","10","7","Yes","","No",
853,"Flying J","996 Great Northern Road","Sault Ste. Marie","ON","CA","P6B 0B6","Hwy 17","46.55673900","-84.31984200","(705) 945-9000","(705) 945-9002","44","5","5","4","Yes","","Yes",
860,"Flying J","1637 Pettit Road","Ft. Erie","ON","CA","L2A 5M4","QEW  Exit 5","42.92123500","-78.96775300","(905) 991-1800","(905) 991-1805","110","9","8","5","Yes","","No",
861,"Flying J","63100 Flood Hope Road","Hope","BC","CA","V0X 1L2","Hwy 1  Exit 168","49.36520100","-121.48269500","(604) 860-4601","(604) 860-0528","50","7","7","4","Yes","Subway","No",
862,"Flying J","2492 Cedar Creek Road","Ayr","ON","CA","N0B 1E0","Hwy 401 & Hwy 97 at Exit 268","43.33411900","-80.43288600","(519) 624-9578","(519) 624-2587","22","6","3","4","Yes","","No",
863,"Flying J Fuel Stop","1800 N Service Road","Balgonie","SK","CA","S0G 0E0","Hwy 1 & Hwy 46","50.47905600","-104.28930900","(306) 771-2100","(306) 771-2110","98","8","8","5","Yes","","Yes",
864,"Flying J CAN Dealer","Hwy 11 and Hwy 44 Junction","Davidson","SK","CA","S0G 1A0","Hwy 11 & Hwy 44 Junction","51.24951600","-105.97304800","(306) 567-3222","(306) 567-2117","","2","2","1","No","","No",
865,"Flying J CAN Dealer","2000 Clements Road","Pickering","ON","CA","L1W 4A1","Hwy 401","43.82848800","-79.04776800","(905) 428-9700","(905) 428-9633","50","5","","9","Yes","","No",
866,"Flying J","3200 Hwy 11/17","Shuniah","ON","CA","P0T 2M0","Hwy 11/17 @ Hwy 587","48.60309400","-88.78124000","(807) 977-2121","(807) 977-2323","70","6","6","5","No","","No",
868,"Flying J","2194 Saamis Drive","Medicine Hat","AB","CA","T1C 1W7","Hwy 1 & Saamis Dr. NW.","50.05304900","-110.73265700","(403) 525-0959","(403) 527-0423","52","6","","4","No","","No",
869,"Flying J Fuel Stop","2810 21st Avenue","Nanton","AB","CA","T0L 1R0","Hwy 2","50.34177800","-113.76697500","(403) 646-2810","(403) 646-2872","71","5","5","3","No","","No",
873,"Pilot Dealer","12200 NW South River Drive","Medley","FL","US","33178","Hwy 27 N","25.88467600","-80.36566900","(305) 883-1004","(305) 883-1799","65","6","","3","No","Cuban Cuisine Restaurant, Sunshine Cafe","No",
874,"Pilot Dealer","17696 SW 8th Street","Miami","FL","US","33194","US 41 & SR 997","25.76016500","-80.48070400","(305) 553-4594","(305) 207-7967","26","6","","2","Yes","Subway","No",
875,"Flying J","221 Belle Hill Road","Elkton","MD","US","21921","I-95  Exit 109A","39.63828500","-75.80757100","(410) 398-0287","(410) 398-0547","230","16","16","12","Yes","Golden Corral, Breakfast/Soup Bar, Hot Food and Pizza","No",
876,"Flying J","23866 Rogers Clark Blvd.","Ruther Glen","VA","US","22546","I-95  Exit 104","37.94013800","-77.46808600","(804) 448-3077","(804) 448-3210","250","12","6","22","Yes","Wendy's, Golden Corral, Cinnabon","No",
879,"Pilot Dealer","2828 El Centro Road","Sacramento","CA","US","95833","I-80  Exit 85","38.61704900","-121.53838000","(916) 927-4774","(916) 927-6641","275","7","7","13","No","Silver Skillet Restaurant","No",
880,"Pilot Dealer","15 Route 23","Montague","NJ","US","07827","I-84  Exit 1","41.34937900","-74.68716100","(973) 293-3477","(973) 293-3177","4","4","4","","No","Subway","No",
881,"Pilot Dealer","3037 Goshen Road","Fort Wayne","IN","US","46808","I-69  Exit 309A","41.11854200","-85.18420300","(260) 482-7814","(260) 482-7780","277","8","9","6","Yes","McDonald's, The Point Restaurant","No",
882,"Pilot Dealer","273 Clarks Falls Road","North Stonington","CT","US","06359","I-95  Exit 93","41.44242600","-71.80003200","(860) 599-2020","(860) 599-5771","120","9","","6","Yes","Johnny Pastrami, Nathan's Famous","No",
883,"The Pantry","9800 I-20 Frontage Road","Canton","TX","US","75103","I-20  Exit 533","32.54290200","-95.75517300","(903) 829-2600","(903) 829-1605","100","5","5","4","Yes","Pilot Truck Care Center, A&W, Hot Skillet, Long John Silvers","No",
884,"The Pantry","8998 SC Highway 11","Campobello","SC","US","29322","I-26  Exit 5","35.13927900","-82.10434400","(864) 472-2128","(864) 472-2280","25","7","1","","Yes","Subway","No",
885,"The Pantry","873 Longbranch Road","Dunn","NC","US","28334","I-95  Exit 71","35.27001900","-78.61493600","(910) 892-3642","(910) 980-2364","42","5","1","3","Yes","Hardee's","No",
887,"Pilot Dealer","1100 E. Hwy 180","Snyder","TX","US","79549","Hwy 180","32.70466700","-100.86580000","(325) 573-5213","(325) 573-8666","","4","4","5","No","","No",
888,"Pilot Dealer","2901 W. Highway 86","Tulia","TX","US","79088","I-27  Exit 74","34.52893100","-101.79770700","(806) 995-4567","(806) 995-3501","71","6","6","5","No","Krispy Krunchy Chicken, Noble Roman's Pizza","No",
889,"Flying J US Dealer","101 South 45th Street","Mt. Vernon","IL","US","62864","I-64/57 and Hwy 15","38.31101600","-88.95716300","(618) 244-2616","(618) 244-3248","200","8","8","7","Yes","","No",
890,"Pilot Dealer","2299 US Hwy 62W","Kuttawa","KY","US","42055","I-24  Exit 40 & US Hwy 62","37.07188800","-88.12336200","(270) 388-8111","(270) 388-8084","100","6","6","7","Yes","Grillin? Zone, Quizno's Subs","No",
891,"Pilot Dealer","1470 Route 46 East","Roxbury","NJ","US","07852","I-80 Exit 27B/Exit 27 A&B","40.89213600","-74.68578100","(973) 347-1145","(973) 347-8770","","4","","","No","Subway","No",
892,"Pilot Dealer","1085 East Main Street","Green River","UT","US","84525","I-70  Exit 164","38.99559800","-110.14851800","(435) 564-3495","(435) 564-3282","100","7","2","5","Yes","","No",
893,"Pilot Dealer","7005 North Chestnut Street","Avoca","IA","US","51521","I-80  Exit 40","41.50003100","-95.33422200","(712) 343-4007","(712) 343-5026","200","12","12","15","Yes","Taco John's, American Pie Cafe, Maid Rite","No",
894,"Pilot Dealer","3002 US 57","Eagle Pass","TX","US","78852","86A US Hwy 57","28.70990400","-100.46406800","(830) 758-1712","(830) 752-1416","100","6","6","5","Yes","","No",
895,"Flying J","21055 West Road","Woodhaven","MI","US","48183","I-75  Exit 32A","42.13677300","-83.24012200","(734) 675-4965","(734) 675-4973","254","7","7","11","Yes","Pilot Truck Care Center, Service Center","No",
896,"Pilot Dealer","728 SR 3A","Bow","NH","US","03304","I-93  EXIT 11/12C","43.12168800","-71.48074200","(603) 223-6885","(603) 223-6884","62","8","1","","Yes","Deli","No",
